n_estimators,learning_rate,val_auc,test_accuracy,test_f1,test_recall,test_auc
300,0.0599,0.9806717433690174,0.9817589576547231,0.9054054054054054,0.8758169934640523,0.9795124996452994
310,0.0599,0.9802891513078028,0.9817589576547231,0.9054054054054054,0.8758169934640523,0.9792240099126963
320,0.0599,0.9801052128168342,0.9830618892508143,0.9115646258503401,0.8758169934640523,0.9785619023296729
330,0.0599,0.9794577493286245,0.9830618892508143,0.9115646258503401,0.8758169934640523,0.9782734125970698
340,0.0599,0.9796490453592319,0.9830618892508143,0.9115646258503401,0.8758169934640523,0.9780795096620414
350,0.0599,0.9798697715483942,0.9830618892508143,0.9115646258503401,0.8758169934640523,0.9782923299565847
360,0.0599,0.9803406540852738,0.9830618892508143,0.9115646258503401,0.8758169934640523,0.9780936976816776
370,0.0599,0.9803774417834674,0.9837133550488599,0.9152542372881356,0.8823529411764706,0.9776444103931973
380,0.0599,0.9802302909906927,0.9837133550488599,0.9152542372881356,0.8823529411764706,0.9772282284838681
390,0.0599,0.9800316374204465,0.9837133550488599,0.9152542372881356,0.8823529411764706,0.9771336416862935
400,0.0599,0.979847698929478,0.9837133550488599,0.9152542372881356,0.8823529411764706,0.976977573470295
100,0.1,0.986248758415186,0.9811074918566776,0.903010033444816,0.8823529411764706,0.9791388817948791
110,0.1,0.9855277195305889,0.9804560260586319,0.8993288590604027,0.8758169934640523,0.9786044663885815
120,0.1,0.9857190155611963,0.9804560260586319,0.8993288590604027,0.8758169934640523,0.9784342101529468
130,0.1,0.9855130044513114,0.9798045602605863,0.8956228956228957,0.869281045751634,0.9782355778780397
140,0.1,0.9850126917558769,0.9804560260586319,0.8993288590604027,0.8758169934640523,0.9774883421771989
150,0.1,0.9853143508810653,0.9804560260586319,0.8993288590604027,0.8758169934640523,0.9776018463342887
160,0.1,0.9851598425486517,0.9798045602605863,0.8956228956228957,0.869281045751634,0.9773748380201092
170,0.1,0.9845050215208035,0.9804560260586319,0.8986486486486487,0.869281045751634,0.9765661209008446
180,0.1,0.984836110804547,0.9804560260586319,0.8986486486486487,0.869281045751634,0.9767883998751453
190,0.1,0.9840120663650075,0.9804560260586319,0.8986486486486487,0.869281045751634,0.976651249018662
200,0.1,0.9839458485082588,0.9804560260586319,0.8986486486486487,0.869281045751634,0.976542474201451
210,0.1,0.9833866754957141,0.9804560260586319,0.8986486486486487,0.869281045751634,0.9767269184567219
220,0.1,0.9834749659713792,0.9804560260586319,0.8986486486486487,0.869281045751634,0.9766985424174495
230,0.1,0.983452893352463,0.9811074918566776,0.9016949152542373,0.869281045751634,0.9766985424174494
240,0.1,0.9829525806570283,0.9811074918566776,0.9016949152542373,0.869281045751634,0.976760023835873
250,0.1,0.9834602508921018,0.9811074918566776,0.9016949152542373,0.869281045751634,0.9769302800715076
260,0.1,0.9832468822425781,0.9817589576547231,0.9047619047619048,0.869281045751634,0.9767647531757517
270,0.1,0.9833425302578818,0.9817589576547231,0.9047619047619048,0.869281045751634,0.9770248668690824
280,0.1,0.983107088989442,0.9817589576547231,0.9047619047619048,0.869281045751634,0.9770295962089613
290,0.1,0.9832248096236619,0.9817589576547231,0.9047619047619048,0.869281045751634,0.9767221891168432
300,0.1,0.9827759997056984,0.9817589576547231,0.9047619047619048,0.869281045751634,0.9771147243267785
