n_estimators,learning_rate,val_auc,test_accuracy,test_f1,test_recall,test_auc
340,0.001,0.9823897288746644,0.9609120521172638,0.8255813953488372,0.9281045751633987,0.9874530613017035
350,0.001,0.9824485891917742,0.9609120521172638,0.8255813953488372,0.9281045751633987,0.9873868505434011
360,0.001,0.9824780193503293,0.9609120521172638,0.8255813953488372,0.9281045751633987,0.9873632038440076
370,0.001,0.9825295221278004,0.9609120521172638,0.8255813953488372,0.9281045751633987,0.9873017224255838
380,0.001,0.9826067762940073,0.9609120521172638,0.8255813953488372,0.9281045751633987,0.98739157988328
390,0.001,0.9827980723246146,0.9609120521172638,0.8255813953488372,0.9281045751633987,0.9873537451642499
400,0.001,0.9830629437516094,0.9609120521172638,0.8255813953488372,0.9281045751633987,0.9873111811053413
100,0.0017,0.9809402935658316,0.9550488599348534,0.8056338028169014,0.934640522875817,0.9873750271937044
110,0.0017,0.9809329360261928,0.955700325732899,0.807909604519774,0.934640522875817,0.9872047709580697
120,0.0017,0.9808667181694442,0.955700325732899,0.807909604519774,0.934640522875817,0.9874554259716428
130,0.0017,0.9808667181694442,0.9563517915309446,0.8101983002832861,0.934640522875817,0.9875689301287326
140,0.0017,0.980726924916308,0.9570032573289903,0.8114285714285714,0.9281045751633987,0.9875452834293389
150,0.0017,0.9810948018982452,0.9570032573289903,0.8114285714285714,0.9281045751633987,0.9874838020109152
160,0.0017,0.980826251701431,0.9583061889250815,0.8160919540229885,0.9281045751633987,0.9875169073900665
170,0.0017,0.9814700364198213,0.9576547231270358,0.8137535816618912,0.9281045751633987,0.9875452834293389
180,0.0017,0.9813523157856013,0.958957654723127,0.8184438040345822,0.9281045751633987,0.9875642007888539
190,0.0017,0.9814626788801826,0.9596091205211726,0.8208092485549133,0.9281045751633987,0.9873702978538256
200,0.0017,0.9817128352278999,0.962214983713355,0.8304093567251462,0.9281045751633987,0.9874034032329768
210,0.0017,0.9818158407828422,0.962214983713355,0.8304093567251462,0.9281045751633987,0.9875452834293389
220,0.0017,0.9816319022918736,0.9615635179153095,0.8279883381924198,0.9281045751633987,0.9874459672918855
230,0.0017,0.9817937681639259,0.9615635179153095,0.8279883381924198,0.9281045751633987,0.9873915798832799
240,0.0017,0.9817569804657322,0.9615635179153095,0.8279883381924198,0.9281045751633987,0.9873395571446137
250,0.0017,0.9818158407828422,0.9615635179153095,0.8279883381924198,0.9281045751633987,0.9877226336747917
260,0.0017,0.9819188463377846,0.9615635179153095,0.8279883381924198,0.9281045751633987,0.9879874767080011
270,0.0017,0.9820439245116434,0.9615635179153095,0.8279883381924198,0.9281045751633987,0.9882712371007255
280,0.0017,0.9820144943530883,0.9615635179153095,0.8279883381924198,0.9281045751633987,0.988332718519149
290,0.0017,0.9822352205422507,0.9615635179153095,0.8279883381924198,0.9281045751633987,0.9883989292774514
300,0.0017,0.9826987455394915,0.962214983713355,0.8304093567251462,0.9281045751633987,0.9883941999375727
310,0.0017,0.9831218040687194,0.962214983713355,0.8304093567251462,0.9281045751633987,0.988625937591631
320,0.0017,0.9833572453371593,0.9628664495114007,0.8328445747800587,0.9281045751633987,0.9887914644873869
330,0.0017,0.9834013905749917,0.9635179153094463,0.8352941176470589,0.9281045751633987,0.9888340285462957
340,0.0017,0.9837177647794577,0.9635179153094463,0.8352941176470589,0.9281045751633987,0.9889286153438702
