n_estimators,learning_rate,max_depth,num_leaves,val_auc
50,0.0016,10,80,0.9862732919254659
50,0.0016,12,31,0.9846947954594131
50,0.0016,12,50,0.9822467337759692
50,0.0016,12,80,0.9823345470122082
75,0.0016,8,31,0.9878132362390233
75,0.0016,8,50,0.9878132362390233
75,0.0016,8,80,0.9878132362390233
75,0.0016,10,31,0.9868537159991433
75,0.0016,10,50,0.9865260227029342
75,0.0016,10,80,0.9865324480616835
75,0.0016,12,31,0.9846219747269221
75,0.0016,12,50,0.9832490897408437
75,0.0016,12,80,0.9832940672520882
100,0.0016,8,31,0.987791818376526
100,0.0016,8,50,0.987783251231527
100,0.0016,8,80,0.987783251231527
100,0.0016,10,31,0.9864853287641894
100,0.0016,10,50,0.9861019490254873
100,0.0016,10,80,0.986104090811737
100,0.0016,12,31,0.9844506318269437
100,0.0016,12,50,0.9831976868708503
100,0.0016,12,80,0.9832212465195974
125,0.0016,8,31,0.9876119083315484
125,0.0016,8,50,0.9876333261940458
125,0.0016,8,80,0.9876333261940458
125,0.0016,10,31,0.986680231312915
125,0.0016,10,50,0.9861747697579781
125,0.0016,10,80,0.9861769115442278
125,0.0016,12,31,0.9842493039194687
125,0.0016,12,50,0.9829064039408867
125,0.0016,12,80,0.9829042621546369
150,0.0016,8,31,0.9870764617691155
150,0.0016,8,50,0.9871021632041121
150,0.0016,8,80,0.9871021632041121
150,0.0016,10,31,0.9866202612979224
150,0.0016,10,50,0.9860077104304991
150,0.0016,10,80,0.9860055686442493
150,0.0016,12,31,0.9843949453844506
150,0.0016,12,50,0.9826643820946669
150,0.0016,12,80,0.9826600985221675
175,0.0016,8,31,0.9871085885628613
175,0.0016,8,50,0.9871599914328549
175,0.0016,8,80,0.9871599914328549
175,0.0016,10,31,0.9865003212679375
175,0.0016,10,50,0.9859370314842579
175,0.0016,10,80,0.9859370314842579
175,0.0016,12,31,0.9847162133219104
175,0.0016,12,50,0.9826986506746627
175,0.0016,12,80,0.9827372028271578
200,0.0016,8,31,0.9871342899978581
