n_estimators,rf_accuracy,rf_f1,rf_recall,rf_auc,lgbm_accuracy,lgbm_f1,lgbm_recall,lgbm_auc,hyb_accuracy,hyb_f1,hyb_recall,hyb_auc
152,0.9830582102519548,0.9107551487414187,0.8652173913043478,0.9891828940741985,0.9782797567332754,0.8913043478260869,0.8913043478260869,0.9846168373342287,0.9800173761946134,0.8982300884955752,0.8826086956521739,0.9878210508645292
153,0.9830582102519548,0.9107551487414187,0.8652173913043478,0.9891577136142353,0.9782797567332754,0.8913043478260869,0.8913043478260869,0.9846000503609199,0.9800173761946134,0.8982300884955752,0.8826086956521739,0.9877832801745845
154,0.9826238053866203,0.908675799086758,0.8652173913043478,0.9891304347826086,0.9782797567332754,0.8913043478260869,0.8913043478260869,0.9845035252643949,0.9800173761946134,0.8982300884955752,0.8826086956521739,0.9877392143696492
155,0.9826238053866203,0.908675799086758,0.8652173913043478,0.9891010575793184,0.9787141615986099,0.8932461873638344,0.8913043478260869,0.9844573610877958,0.9800173761946134,0.8982300884955752,0.8826086956521739,0.9876909518213867
156,0.9826238053866203,0.908675799086758,0.8652173913043478,0.9891241396676179,0.9782797567332754,0.8908296943231441,0.8869565217391304,0.9844300822561692,0.9800173761946134,0.8982300884955752,0.8826086956521739,0.9876762632197416
157,0.9830582102519548,0.9111617312072893,0.8695652173913043,0.9891136478093,0.977845351867941,0.888402625820569,0.8826086956521739,0.9843881148228975,0.9800173761946134,0.8982300884955752,0.8826086956521739,0.98766367298976
158,0.9830582102519548,0.9111617312072893,0.8695652173913043,0.9890611885177103,0.977845351867941,0.888402625820569,0.8826086956521739,0.9844070001678698,0.9795829713292789,0.8962472406181016,0.8826086956521739,0.9876384925297967
159,0.9826238053866203,0.908675799086758,0.8652173913043478,0.9889940406244754,0.9782797567332754,0.8903508771929824,0.8826086956521739,0.9845098203793856,0.9791485664639444,0.8942731277533039,0.8826086956521739,0.9876259022998153
160,0.9830582102519548,0.9111617312072893,0.8695652173913043,0.9889772536511666,0.9782797567332754,0.8903508771929824,0.8826086956521739,0.9845056236360584,0.9795829713292789,0.8962472406181016,0.8826086956521739,0.9876154104414974
161,0.9830582102519548,0.9111617312072893,0.8695652173913043,0.988960466677858,0.977845351867941,0.888402625820569,0.8826086956521739,0.9844049017962062,0.9800173761946134,0.8982300884955752,0.8826086956521739,0.9876028202115158
162,0.9830582102519548,0.9111617312072893,0.8695652173913043,0.988878630182978,0.9782797567332754,0.8903508771929824,0.8826086956521739,0.9843881148228975,0.9795829713292789,0.8962472406181016,0.8826086956521739,0.9875860332382072
163,0.9826238053866203,0.908675799086758,0.8652173913043478,0.9888576464663421,0.9787141615986099,0.8927789934354485,0.8869565217391304,0.9843923115662246,0.9800173761946134,0.8982300884955752,0.8826086956521739,0.987571344636562
164,0.9834926151172894,0.91324200913242,0.8695652173913043,0.9889331878462313,0.9787141615986099,0.8927789934354485,0.8869565217391304,0.984365032734598,0.9804517810599479,0.9002217294900222,0.8826086956521739,0.987617508813161
165,0.9826238053866203,0.908675799086758,0.8652173913043478,0.9890947624643277,0.9791485664639444,0.8947368421052632,0.8869565217391304,0.9843587376196072,0.9795829713292789,0.8962472406181016,0.8826086956521739,0.9877874769179117
166,0.9834926151172894,0.91324200913242,0.8695652173913043,0.9890905657210004,0.9791485664639444,0.8947368421052632,0.8869565217391304,0.9842559174080913,0.9800173761946134,0.8982300884955752,0.8826086956521739,0.9878105590062113
167,0.9834926151172894,0.91324200913242,0.8695652173913043,0.9890569917743831,0.9791485664639444,0.8947368421052632,0.8869565217391304,0.9843167701863355,0.9800173761946134,0.8982300884955752,0.8826086956521739,0.9878021655195569
168,0.9826238053866203,0.908675799086758,0.8652173913043478,0.9890548934027196,0.9791485664639444,0.8947368421052632,0.8869565217391304,0.9842873929830451,0.9804517810599479,0.9002217294900222,0.8826086956521739,0.9877518045996307
169,0.9826238053866203,0.908675799086758,0.8652173913043478,0.9890569917743831,0.9791485664639444,0.8947368421052632,0.8869565217391304,0.9843062783280175,0.9804517810599479,0.9002217294900222,0.8826086956521739,0.9877727883162666
170,0.9821894005212859,0.9066059225512528,0.8652173913043478,0.9892311566224609,0.9791485664639444,0.8947368421052632,0.8869565217391304,0.984258015779755,0.9804517810599479,0.9002217294900222,0.8826086956521739,0.987934362934363
171,0.9826238053866203,0.908256880733945,0.8608695652173913,0.989348665435622,0.9787141615986099,0.8923076923076924,0.8826086956521739,0.9842433271781098,0.9804517810599479,0.9002217294900222,0.8826086956521739,0.988030888030888
172,0.9821894005212859,0.9061784897025171,0.8608695652173913,0.9893129931173409,0.9787141615986099,0.8923076923076924,0.8826086956521739,0.9842559174080913,0.9800173761946134,0.8982300884955752,0.8826086956521739,0.9880015108275978
173,0.9826238053866203,0.908675799086758,0.8652173913043478,0.9892815175423872,0.9787141615986099,0.8923076923076924,0.8826086956521739,0.9841929662581835,0.9804517810599479,0.9002217294900222,0.8826086956521739,0.9879868222259527
174,0.9826238053866203,0.908675799086758,0.8652173913043478,0.9892710256840692,0.9791485664639444,0.8947368421052632,0.8869565217391304,0.9842454255497735,0.9800173761946134,0.8982300884955752,0.8826086956521739,0.9879868222259527
175,0.9821894005212859,0.9061784897025171,0.8608695652173913,0.9894200100721839,0.9791485664639444,0.8947368421052632,0.8869565217391304,0.9842034581165016,0.9800173761946134,0.8982300884955752,0.8826086956521739,0.9881693805606849
176,0.9821894005212859,0.9061784897025171,0.8608695652173913,0.9894263051871748,0.9791485664639444,0.8947368421052632,0.8869565217391304,0.9841468020815847,0.9804517810599479,0.9002217294900222,0.8826086956521739,0.9881483968440491
177,0.9821894005212859,0.9061784897025171,0.8608695652173913,0.9896277488668793,0.9791485664639444,0.8947368421052632,0.8869565217391304,0.9839936209501426,0.9800173761946134,0.8982300884955752,0.8826086956521739,0.9883267584354541
178,0.9817549956559514,0.9041095890410958,0.8608695652173913,0.9895878798052711,0.9791485664639444,0.8947368421052632,0.8869565217391304,0.9839747356051705,0.9800173761946134,0.8982300884955752,0.8826086956521739,0.9883183649487997
179,0.9817549956559514,0.9041095890410958,0.8608695652173913,0.98963404398187,0.9787141615986099,0.8927789934354485,0.8869565217391304,0.9839705388618433,0.9800173761946134,0.8982300884955752,0.8826086956521739,0.9883750209837167
